Tarih,Kategori,Bölge,Kanal,Müşteri Segmenti,Birim Fiyat,Adet,İndirim Oranı,Net Ciro,Kâr
2024-11-27,Elektronik,Ege,Mobil Uygulama,Yeni Müşteri,7736.98,1,0.0,7736.98,1083.18
2024-11-27,Kozmetik,Akdeniz,Mobil Uygulama,Yeni Müşteri,726.62,1,0.0,726.62,276.12
2024-11-27,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,1902.2,1,0.1,1711.98,376.63
2024-11-27,Kitap & Kırtasiye,Marmara,Web Sitesi,Sadık Müşteri,182.67,2,0.05,347.07,69.41
2024-11-27,Giyim,Karadeniz,Web Sitesi,Yeni Müşteri,442.12,1,0.15,375.8,120.26
2024-11-27,Spor & Outdoor,Akdeniz,Mobil Uygulama,Yeni Müşteri,1261.46,1,0.1,1135.31,249.77
2024-11-27,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,2306.03,1,0.0,2306.03,599.57
2024-11-27,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,2291.23,3,0.2,5498.96,1209.77
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,327.77,1,0.05,311.38,118.32
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,5883.53,1,0.15,5001.0,700.14
2024-11-27,Spor & Outdoor,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,1046.82,1,0.1,942.14,207.27
2024-11-27,Elektronik,Karadeniz,Mobil Uygulama,Yeni Müşteri,7880.64,2,0.0,15761.29,2206.58
2024-11-27,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,2123.75,1,0.1,1911.37,420.5
2024-11-27,Elektronik,Karadeniz,Web Sitesi,Kayıtlı Müşteri,12000.0,2,0.15,20400.0,2856.0
2024-11-27,Kitap & Kırtasiye,Ege,Web Sitesi,Kayıtlı Müşteri,111.06,1,0.1,99.96,19.99
2024-11-27,Ev & Yaşam,Karadeniz,Web Sitesi,Kayıtlı Müşteri,720.4,1,0.0,720.4,187.3
2024-11-27,Giyim,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,423.91,1,0.1,381.52,122.09
2024-11-27,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,2184.65,2,0.2,3495.44,908.82
2024-11-27,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,268.5,1,0.0,268.5,102.03
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,1875.42,2,0.0,3750.84,975.22
2024-11-27,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,1174.67,1,0.0,1174.67,375.89
2024-11-27,Spor & Outdoor,Karadeniz,Web Sitesi,Yeni Müşteri,2072.75,1,0.0,2072.75,456.01
2024-11-27,Elektronik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,4497.62,1,0.1,4047.86,566.7
2024-11-27,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,295.69,1,0.15,251.34,80.43
2024-11-27,Kozmetik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,900.0,1,0.15,765.0,290.7
2024-11-27,Ev & Yaşam,Ege,Mobil Uygulama,Yeni Müşteri,1587.64,1,0.15,1349.49,350.87
2024-11-27,Ev & Yaşam,Ege,Web Sitesi,Sadık Müşteri,3112.75,1,0.0,3112.75,809.32
2024-11-27,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,482.14,1,0.05,458.03,146.57
2024-11-27,Spor & Outdoor,Karadeniz,Mobil Uygulama,Sadık Müşteri,2097.01,1,0.15,1782.46,392.14
2024-11-27,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,3835.54,1,0.05,3643.77,510.13
2024-11-27,Ev & Yaşam,Ege,Web Sitesi,Sadık Müşteri,1706.85,1,0.3,1194.79,310.65
2024-11-27,Elektronik,Akdeniz,Web Sitesi,Yeni Müşteri,3510.01,1,0.05,3334.51,466.83
2024-11-27,Giyim,İç Anadolu,Web Sitesi,Yeni Müşteri,782.01,1,0.05,742.91,237.73
2024-11-27,Elektronik,Ege,Web Sitesi,Yeni Müşteri,4116.04,1,0.15,3498.64,489.81
2024-11-27,Kitap & Kırtasiye,Ege,Mobil Uygulama,Kayıtlı Müşteri,121.46,1,0.0,121.46,24.29
2024-11-27,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,178.79,1,0.05,169.85,33.97
2024-11-27,Elektronik,Akdeniz,Web Sitesi,Sadık Müşteri,7442.26,1,0.1,6698.03,937.72
2024-11-27,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,2303.54,1,0.0,2303.54,598.92
2024-11-27,Ev & Yaşam,Akdeniz,Web Sitesi,Yeni Müşteri,1159.34,1,0.0,1159.34,301.43
2024-11-27,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,992.53,1,0.1,893.27,285.85
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,497.82,1,0.0,497.82,159.3
2024-11-27,Kitap & Kırtasiye,Karadeniz,Mobil Uygulama,Yeni Müşteri,400.0,2,0.0,800.0,160.0
2024-11-27,Spor & Outdoor,İç Anadolu,Web Sitesi,Yeni Müşteri,2303.45,1,0.1,2073.11,456.08
2024-11-27,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,843.38,1,0.2,674.7,148.43
2024-11-27,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,403.8,1,0.15,343.23,109.83
2024-11-27,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,6579.76,1,0.0,6579.76,921.17
2024-11-27,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Yeni Müşteri,365.93,1,0.05,347.63,69.53
2024-11-27,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1867.09,1,0.1,1680.38,369.68
2024-11-27,Giyim,İç Anadolu,Web Sitesi,Yeni Müşteri,1200.0,2,0.05,2280.0,729.6
2024-11-27,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,1593.61,1,0.3,1115.53,245.42
2024-11-27,Kitap & Kırtasiye,Karadeniz,Web Sitesi,Yeni Müşteri,164.62,3,0.2,395.08,79.02
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,380.93,2,0.05,723.77,275.03
2024-11-27,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,8054.96,1,0.0,8054.96,1127.69
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,3046.48,2,0.0,6092.96,1584.17
2024-11-27,Kozmetik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,562.57,1,0.0,562.57,213.78
2024-11-27,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,5125.13,1,0.15,4356.36,609.89
2024-11-27,Kozmetik,Akdeniz,Mobil Uygulama,Sadık Müşteri,461.23,1,0.15,392.04,148.98
2024-11-27,Giyim,Akdeniz,Mobil Uygulama,Yeni Müşteri,667.3,1,0.3,467.11,149.48
2024-11-27,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1406.19,1,0.1,1265.57,329.05
2024-11-27,Kozmetik,Marmara,Web Sitesi,Yeni Müşteri,814.1,1,0.0,814.1,309.36
2024-11-27,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,3892.62,1,0.0,3892.62,544.97
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Yeni Müşteri,667.36,1,0.0,667.36,213.56
2024-11-27,Giyim,Marmara,Web Sitesi,Sadık Müşteri,522.7,1,0.0,522.7,167.27
2024-11-27,Spor & Outdoor,Karadeniz,Mobil Uygulama,Yeni Müşteri,3500.0,1,0.05,3325.0,731.5
2024-11-27,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,1466.01,1,0.2,1172.81,258.02
2024-11-27,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1886.98,1,0.15,1603.93,352.87
2024-11-27,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,8574.43,1,0.15,7288.27,1020.36
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,6081.66,2,0.05,11555.15,1617.72
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,331.82,1,0.15,282.04,107.18
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,597.52,2,0.0,1195.03,454.11
2024-11-27,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,954.69,1,0.1,859.22,274.95
2024-11-27,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,2545.12,1,0.1,2290.61,320.69
2024-11-27,Giyim,İç Anadolu,Web Sitesi,Yeni Müşteri,796.6,1,0.0,796.6,254.91
2024-11-27,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,11112.52,1,0.0,11112.52,1555.75
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,4494.13,1,0.0,4494.13,629.18
2024-11-27,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,327.59,1,0.0,327.59,104.83
2024-11-27,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,6672.23,1,0.05,6338.62,887.41
2024-11-27,Kozmetik,Akdeniz,Web Sitesi,Yeni Müşteri,319.14,1,0.0,319.14,121.27
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,3246.67,1,0.2,2597.34,675.31
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,2849.43,1,0.1,2564.48,666.77
2024-11-27,Spor & Outdoor,Marmara,Mobil Uygulama,Kayıtlı Müşteri,2817.46,1,0.0,2817.46,619.84
2024-11-27,Giyim,Marmara,Web Sitesi,Yeni Müşteri,702.21,1,0.05,667.1,213.47
2024-11-27,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,4600.79,2,0.1,8281.41,1159.4
2024-11-27,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,183.2,1,0.15,155.72,31.14
2024-11-27,Elektronik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,9517.74,1,0.05,9041.85,1265.86
2024-11-27,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,687.66,1,0.0,687.66,220.05
2024-11-27,Kozmetik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,528.2,2,0.1,950.75,361.29
2024-11-27,Spor & Outdoor,Akdeniz,Web Sitesi,Kayıtlı Müşteri,2560.58,1,0.15,2176.49,478.83
2024-11-27,Giyim,Ege,Web Sitesi,Kayıtlı Müşteri,938.64,1,0.0,938.64,300.37
2024-11-27,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,798.76,1,0.0,798.76,255.6
2024-11-27,Kozmetik,Karadeniz,Mobil Uygulama,Yeni Müşteri,399.36,1,0.15,339.46,128.99
2024-11-27,Kozmetik,Marmara,Web Sitesi,Yeni Müşteri,438.9,1,0.2,351.12,133.42
2024-11-27,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,4602.83,1,0.05,4372.69,612.18
2024-11-27,Elektronik,Karadeniz,Web Sitesi,Sadık Müşteri,3866.38,1,0.0,3866.38,541.29
2024-11-27,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Yeni Müşteri,1309.72,1,0.05,1244.24,273.73
2024-11-27,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,1754.22,2,0.1,3157.59,820.97
2024-11-27,Giyim,Ege,Mobil Uygulama,Sadık Müşteri,462.25,1,0.05,439.14,140.52
2024-11-27,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Kayıtlı Müşteri,184.13,2,0.1,331.43,66.29
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,508.85,1,0.0,508.85,193.36
2024-11-27,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,8737.66,2,0.15,14854.03,2079.56
2024-11-27,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,1707.3,1,0.0,1707.3,375.61
2024-11-27,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,573.09,1,0.05,544.43,174.22
2024-11-27,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,2325.61,1,0.05,2209.33,486.05
2024-11-27,Elektronik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,9088.33,1,0.1,8179.5,1145.13
2024-11-27,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,493.51,1,0.05,468.84,178.16
2024-11-27,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,589.05,1,0.15,500.7,160.22
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,531.79,1,0.0,531.79,202.08
2024-11-27,Giyim,Ege,Web Sitesi,Sadık Müşteri,383.65,1,0.05,364.47,116.63
2024-11-27,Giyim,Karadeniz,Mobil Uygulama,Sadık Müşteri,918.89,3,0.0,2756.68,882.14
2024-11-27,Kozmetik,Karadeniz,Mobil Uygulama,Sadık Müşteri,372.63,1,0.0,372.63,141.6
2024-11-27,Elektronik,Akdeniz,Web Sitesi,Sadık Müşteri,6855.95,1,0.1,6170.36,863.85
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,8204.71,2,0.1,14768.48,2067.59
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Sadık Müşteri,412.81,1,0.0,412.81,132.1
2024-11-27,Elektronik,Ege,Web Sitesi,Sadık Müşteri,5201.09,1,0.1,4680.98,655.34
2024-11-27,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,11718.46,1,0.0,11718.46,1640.58
2024-11-27,Kozmetik,Akdeniz,Web Sitesi,Sadık Müşteri,304.93,1,0.0,304.93,115.87
2024-11-27,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,415.07,2,0.0,830.14,265.65
2024-11-27,Spor & Outdoor,Ege,Mobil Uygulama,Kayıtlı Müşteri,1067.38,2,0.15,1814.54,399.2
2024-11-27,Elektronik,İç Anadolu,Web Sitesi,Sadık Müşteri,7396.72,1,0.05,7026.88,983.76
2024-11-27,Giyim,Ege,Web Sitesi,Yeni Müşteri,431.14,1,0.1,388.03,124.17
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,260.43,1,0.2,208.34,79.17
2024-11-27,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1802.77,2,0.05,3425.27,890.57
2024-11-27,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,900.27,1,0.05,855.25,273.68
2024-11-27,Kozmetik,Karadeniz,Mobil Uygulama,Yeni Müşteri,850.98,1,0.1,765.88,291.03
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,900.0,1,0.15,765.0,290.7
2024-11-27,Elektronik,Karadeniz,Web Sitesi,Yeni Müşteri,5860.22,1,0.1,5274.2,738.39
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1300.0,1,0.0,1300.0,338.0
2024-11-27,Elektronik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,8242.72,2,0.05,15661.16,2192.56
2024-11-27,Spor & Outdoor,Akdeniz,Mobil Uygulama,Yeni Müşteri,2292.01,1,0.05,2177.41,479.03
2024-11-27,Giyim,Marmara,Web Sitesi,Sadık Müşteri,455.15,1,0.0,455.15,145.65
2024-11-27,Giyim,Karadeniz,Web Sitesi,Sadık Müşteri,436.87,1,0.05,415.03,132.81
2024-11-27,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,607.39,1,0.2,485.91,155.49
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,4000.0,2,0.05,7600.0,1976.0
2024-11-27,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,497.2,1,0.0,497.2,159.1
2024-11-27,Kitap & Kırtasiye,İç Anadolu,Web Sitesi,Sadık Müşteri,243.77,1,0.0,243.77,48.75
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,12000.0,1,0.05,11400.0,1596.0
2024-11-27,Giyim,Ege,Web Sitesi,Sadık Müşteri,638.78,1,0.15,542.96,173.75
2024-11-27,Kozmetik,Ege,Mobil Uygulama,Yeni Müşteri,793.41,1,0.0,793.41,301.49
2024-11-27,Kozmetik,Doğu & Güneydoğu Anadolu,Web Sitesi,Sadık Müşteri,572.31,1,0.15,486.47,184.86
2024-11-27,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Sadık Müşteri,341.93,2,0.15,581.29,116.26
2024-11-27,Spor & Outdoor,Akdeniz,Mobil Uygulama,Yeni Müşteri,1264.3,2,0.1,2275.74,500.66
2024-11-27,Kitap & Kırtasiye,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,152.04,1,0.1,136.83,27.37
2024-11-27,Giyim,Marmara,Web Sitesi,Sadık Müşteri,605.45,1,0.1,544.9,174.37
2024-11-27,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,1507.26,1,0.05,1431.89,315.02
2024-11-27,Elektronik,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,3035.33,1,0.2,2428.27,339.96
2024-11-27,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,3400.89,2,0.1,6121.59,857.02
2024-11-27,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,2252.19,1,0.3,1576.53,346.84
2024-11-27,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,426.33,1,0.2,341.06,109.14
2024-11-27,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,321.69,2,0.1,579.05,185.3
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Yeni Müşteri,591.26,1,0.05,561.7,179.74
2024-11-27,Ev & Yaşam,Karadeniz,Mobil Uygulama,Yeni Müşteri,3182.57,1,0.2,2546.05,661.97
2024-11-27,Giyim,Akdeniz,Web Sitesi,Kayıtlı Müşteri,600.86,1,0.0,600.86,192.28
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,900.0,1,0.05,855.0,324.9
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,3247.43,1,0.0,3247.43,454.64
2024-11-27,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,671.93,1,0.05,638.33,204.27
2024-11-27,Elektronik,Akdeniz,Web Sitesi,Yeni Müşteri,5031.53,1,0.1,4528.38,633.97
2024-11-27,Kozmetik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,448.17,1,0.15,380.94,144.76
2024-11-27,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,4475.72,1,0.05,4251.94,595.27
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1200.0,1,0.0,1200.0,384.0
2024-11-27,Giyim,Karadeniz,Mobil Uygulama,Yeni Müşteri,460.7,1,0.2,368.56,117.94
2024-11-27,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,211.13,1,0.0,211.13,42.23
2024-11-27,Kitap & Kırtasiye,Ege,Mobil Uygulama,Kayıtlı Müşteri,357.7,1,0.0,357.7,71.54
2024-11-27,Giyim,Marmara,Web Sitesi,Yeni Müşteri,485.21,1,0.1,436.69,139.74
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1471.22,1,0.05,1397.66,363.39
2024-11-27,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,400.0,1,0.0,400.0,80.0
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,5193.62,3,0.15,13243.72,1854.12
2024-11-27,Elektronik,İç Anadolu,Web Sitesi,Yeni Müşteri,5065.81,2,0.0,10131.62,1418.43
2024-11-27,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,91.38,1,0.15,77.68,15.54
2024-11-27,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,1122.05,2,0.05,2131.9,554.29
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1300.5,2,0.0,2601.0,676.26
2024-11-27,Kozmetik,Ege,Mobil Uygulama,Sadık Müşteri,641.22,1,0.05,609.16,231.48
2024-11-27,Elektronik,Marmara,Mobil Uygulama,Sadık Müşteri,6730.96,1,0.3,4711.67,659.63
2024-11-27,Kitap & Kırtasiye,Marmara,Web Sitesi,Sadık Müşteri,242.99,3,0.05,692.51,138.5
2024-11-27,Elektronik,İç Anadolu,Web Sitesi,Sadık Müşteri,2316.77,1,0.05,2200.93,308.13
2024-11-27,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,487.43,2,0.1,877.38,280.76
2024-11-27,Kitap & Kırtasiye,Akdeniz,Mobil Uygulama,Yeni Müşteri,168.23,1,0.1,151.41,30.28
2024-11-27,Ev & Yaşam,Karadeniz,Mobil Uygulama,Yeni Müşteri,2694.47,1,0.1,2425.02,630.51
2024-11-27,Elektronik,Karadeniz,Web Sitesi,Yeni Müşteri,4726.05,1,0.15,4017.14,562.4
2024-11-27,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,3099.83,1,0.15,2634.86,368.88
2024-11-27,Kozmetik,Akdeniz,Web Sitesi,Sadık Müşteri,708.75,2,0.1,1275.75,484.78
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Sadık Müşteri,593.14,1,0.2,474.51,151.84
2024-11-27,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Yeni Müşteri,2617.95,1,0.2,2094.36,460.76
2024-11-27,Spor & Outdoor,Akdeniz,Mobil Uygulama,Sadık Müşteri,452.98,1,0.0,452.98,99.66
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,409.62,1,0.05,389.14,147.87
2024-11-27,Kozmetik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,238.74,1,0.15,202.93,77.11
2024-11-27,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Yeni Müşteri,142.14,1,0.05,135.03,27.01
2024-11-27,Kozmetik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,900.0,1,0.3,630.0,239.4
2024-11-27,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,8696.79,2,0.0,17393.58,2435.1
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,530.29,1,0.05,503.78,161.21
2024-11-27,Giyim,İç Anadolu,Mobil Uygulama,Sadık Müşteri,278.34,1,0.0,278.34,89.07
2024-11-27,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Yeni Müşteri,130.72,1,0.05,124.19,24.84
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,472.33,1,0.0,472.33,179.48
2024-11-27,Giyim,Karadeniz,Web Sitesi,Kayıtlı Müşteri,736.86,1,0.05,700.02,224.0
2024-11-27,Kitap & Kırtasiye,Marmara,Web Sitesi,Yeni Müşteri,289.54,1,0.15,246.11,49.22
2024-11-27,Ev & Yaşam,Marmara,Web Sitesi,Sadık Müşteri,1579.59,2,0.0,3159.18,821.39
2024-11-27,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,4135.94,1,0.0,4135.94,579.03
2024-11-27,Kozmetik,Ege,Mobil Uygulama,Yeni Müşteri,323.66,1,0.1,291.29,110.69
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,277.03,2,0.1,498.65,189.49
2024-11-27,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,4000.0,1,0.15,3400.0,884.0
2024-11-27,Elektronik,Marmara,Web Sitesi,Sadık Müşteri,7466.82,1,0.0,7466.82,1045.36
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,2535.89,1,0.1,2282.3,593.4
2024-11-27,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,368.01,1,0.05,349.61,132.85
2024-11-27,Elektronik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,5024.64,1,0.2,4019.71,562.76
2024-11-27,Ev & Yaşam,Ege,Mobil Uygulama,Sadık Müşteri,4000.0,1,0.0,4000.0,1040.0
2024-11-27,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1194.64,2,0.0,2389.28,621.21
2024-11-27,Giyim,Ege,Mobil Uygulama,Sadık Müşteri,1054.19,1,0.15,896.06,286.74
2024-11-27,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,380.62,1,0.15,323.53,103.53
2024-11-27,Elektronik,Akdeniz,Mobil Uygulama,Yeni Müşteri,5749.68,1,0.0,5749.68,804.96
2024-11-27,Spor & Outdoor,Akdeniz,Web Sitesi,Kayıtlı Müşteri,2602.76,1,0.0,2602.76,572.61
2024-11-27,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,7610.4,2,0.1,13698.71,1917.82
2024-11-27,Giyim,Ege,Web Sitesi,Sadık Müşteri,1074.62,1,0.0,1074.62,343.88
2024-11-27,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,6288.31,1,0.15,5345.07,748.31
2024-11-27,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,283.52,1,0.15,240.99,48.2
2024-11-27,Ev & Yaşam,Ege,Mobil Uygulama,Kayıtlı Müşteri,1043.03,2,0.1,1877.45,488.14
2024-11-27,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,7906.27,1,0.0,7906.27,1106.88
2024-11-27,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,910.58,1,0.1,819.52,262.25
2024-11-27,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,390.84,2,0.0,781.68,250.14
2024-11-27,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,803.97,1,0.05,763.78,244.41
2024-11-27,Giyim,Akdeniz,Mobil Uygulama,Yeni Müşteri,641.85,1,0.1,577.67,184.85
2024-11-27,Ev & Yaşam,Akdeniz,Web Sitesi,Yeni Müşteri,3386.45,1,0.1,3047.8,792.43
2024-11-27,Spor & Outdoor,Ege,Mobil Uygulama,Kayıtlı Müşteri,3442.54,1,0.0,3442.54,757.36
2024-11-27,Kozmetik,Marmara,Web Sitesi,Kayıtlı Müşteri,472.29,1,0.0,472.29,179.47
2024-11-27,Kozmetik,Akdeniz,Web Sitesi,Yeni Müşteri,268.78,1,0.0,268.78,102.14
2024-11-27,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1270.1,2,0.1,2286.18,594.41
2024-11-27,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,531.89,1,0.05,505.3,161.69
2024-11-27,Ev & Yaşam,Karadeniz,Web Sitesi,Yeni Müşteri,2990.33,2,0.0,5980.65,1554.97
2024-11-27,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,5081.16,1,0.3,3556.81,497.95
2024-11-27,Ev & Yaşam,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,4000.0,1,0.05,3800.0,988.0
